annee_numero_tirage,jour_tirage,date_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,etoile_1,etoile_2,boules_croissant,etoiles_croissant,nb_gagnants_r1_fr,nb_gagnants_r1_eu,rapport_r1
20222041,M,24/05/2022,27,13,10,36,37,10,2,10-13-27-36-37,2-10,1,1,50656220
20222042,V,27/05/2022,15,34,28,48,23,3,5,15-23-28-34-48,3-5,0,0,0
20222043,M,31/05/2022,42,13,10,49,3,3,9,3-10-13-42-49,3-9,0,0,0
20222044,V,03/06/2022,29,12,48,28,34,9,11,12-28-29-34-48,9-11,0,0,0
20222045,M,07/06/2022,17,6,31,25,16,2,6,6-16-17-25-31,2-6,0,0,0
20222046,V,10/06/2022,37,26,40,17,36,9,12,17-26-36-37-40,9-12,0,1,64382899
20222047,M,14/06/2022,7,40,2,27,34,3,11,2-7-27-34-40,3-11,0,0,0
20222048,V,17/06/2022,21,22,38,19,31,7,11,19-21-22-31-38,7-11,0,0,0
20222049,M,21/06/2022,23,36,39,6,47,10,8,6-23-36-39-47,8-10,0,0,0
20222050,V,24/06/2022,50,44,17,10,28,12,8,10-17-28-44-50,8-12,0,0,0
20222051,M,28/06/2022,35,10,47,42,48,11,2,10-35-42-47-48,2-11,0,0,0
22052,V,01/07/2022,46,6,34,24,18,12,3,6-18-24-34-46,3-12,0,0,0
22053,M,05/07/2022,7,25,48,45,10,3,6,7-10-25-45-48,3-6,0,0,0
22054,V,08/07/2022,28,46,43,35,31,7,4,28-31-35-43-46,4-7,0,0,0
22055,M,12/07/2022,50,18,25,24,14,11,6,14-18-24-25-50,6-11,0,0,0
22056,V,15/07/2022,38,17,29,9,39,10,7,9-17-29-38-39,7-10,0,0,0
22057,M,19/07/2022,41,6,27,40,23,2,12,6-23-27-40-41,2-12,0,1,"230000000,00"
22058,V,22/07/2022,32,29,50,18,16,11,4,16-18-29-32-50,4-11,0,0,0
22059,M,26/07/2022,3,5,17,27,25,9,1,3-5-17-25-27,1-9,0,0,0
22060,V,29/07/2022,38,48,43,23,3,8,3,3-23-38-43-48,3-8,0,1,"41717625,00"
22061,M,02/08/2022,28,48,18,40,7,11,8,7-18-28-40-48,8-11,0,0,0
22062,V,05/08/2022,29,3,44,33,35,10,8,3-29-33-35-44,8-10,0,0,0
22063,M,09/08/2022,47,18,21,19,27,11,5,18-19-21-27-47,5-11,0,0,0
22064,V,12/08/2022,14,42,35,17,34,10,6,14-17-34-35-42,6-10,0,0,0
22065,M,16/08/2022,10,25,14,39,32,7,8,10-14-25-32-39,7-8,0,0,0
20222066,V,19/08/2022,9,2,19,38,13,2,6,2-9-13-19-38,2-6,0,0,0
22067,M,23/08/2022,48,39,26,19,31,2,3,19-26-31-39-48,2-3,0,0,0
22068,V,26/08/2022,22,23,44,25,38,12,11,22-23-25-38-44,11-12,0,0,0
22069,M,30/08/2022,6,10,4,15,19,1,4,4-6-10-15-19,1-4,0,0,0
22070,V,02/09/2022,7,45,12,20,13,3,12,7-12-13-20-45,3-12,0,1,"128491607,00"
22071,M,06/09/2022,10,44,7,29,22,4,5,7-10-22-29-44,4-5,0,0,0
22072,V,09/09/2022,26,17,23,24,27,4,9,17-23-24-26-27,4-9,0,0,0
22073,M,13/09/2022,40,9,12,15,47,1,11,9-12-15-40-47,1-11,0,0,0
22074,V,16/09/2022,49,10,45,36,27,3,4,10-27-36-45-49,3-4,0,0,0
22075,M,20/09/2022,21,11,32,48,23,12,3,11-21-23-32-48,3-12,0,0,0
22076,V,23/09/2022,22,35,48,15,14,8,3,14-15-22-35-48,3-8,0,1,"193007524,00"
22077,M,27/09/2022,34,4,44,20,21,3,1,4-20-21-34-44,1-3,0,0,0
22078,V,30/09/2022,2,16,11,1,26,3,12,1-2-11-16-26,3-12,0,0,0
22079,M,04/10/2022,3,28,18,43,42,12,3,3-18-28-42-43,3-12,0,0,0
22080,V,07/10/2022,50,27,45,26,42,12,1,26-27-42-45-50,1-12,0,0,0
22081,M,11/10/2022,40,35,8,32,23,8,1,8-23-32-35-40,1-8,0,0,0
22082,V,14/10/2022,28,48,29,24,34,7,3,24-28-29-34-48,3-7,0,0,0
22083,M,18/10/2022,42,3,5,48,13,6,1,3-5-13-42-48,1-6,0,0,0
22084,V,21/10/2022,26,28,38,25,40,1,6,25-26-28-38-40,1-6,0,0,0
22085,M,25/10/2022,24,7,46,34,39,6,1,7-24-34-39-46,1-6,0,0,0
22086,V,28/10/2022,28,35,21,16,14,11,1,14-16-21-28-35,1-11,0,0,0
22087,M,01/11/2022,42,48,19,37,47,6,1,19-37-42-47-48,1-6,0,0,0
22088,V,04/11/2022,11,2,37,47,45,2,3,2-11-37-45-47,2-3,1,1,"160788895,00"
22089,M,08/11/2022,50,32,33,5,3,1,8,3-5-32-33-50,1-8,0,0,0
22090,V,11/11/2022,25,2,19,44,24,2,10,2-19-24-25-44,2-10,0,0,0
22091,M,15/11/2022,31,21,13,24,33,1,12,13-21-24-31-33,1-12,0,0,0
22092,V,18/11/2022,41,13,35,19,16,11,1,13-16-19-35-41,1-11,0,0,0
22093,M,22/11/2022,24,29,42,21,22,3,11,21-22-24-29-42,3-11,0,0,0
22094,V,25/11/2022,21,19,39,35,37,2,6,19-21-35-37-39,2-6,0,0,0
22095,M,29/11/2022,20,38,35,15,24,12,8,15-20-24-35-38,8-12,0,0,0
22096,V,02/12/2022,39,12,35,21,45,11,6,12-21-35-39-45,6-11,0,0,0
22097,M,06/12/2022,20,25,27,26,12,8,12,12-20-25-26-27,8-12,0,1,"142897164,00"
22098,V,09/12/2022,8,46,31,27,50,3,1,8-27-31-46-50,1-3,0,0,0
22099,M,13/12/2022,30,3,12,26,9,10,11,3-9-12-26-30,10-11,0,0,0
22100,V,16/12/2022,2,15,44,35,19,7,2,2-15-19-35-44,2-7,0,0,0
22101,M,20/12/2022,1,20,11,17,27,4,5,1-11-17-20-27,4-5,0,1,"51605931,00"
22102,V,23/12/2022,16,17,26,23,35,5,11,16-17-23-26-35,5-11,0,0,0
22103,M,27/12/2022,33,31,19,34,43,5,3,19-31-33-34-43,3-5,0,1,"26956990,00"
22104,V,30/12/2022,48,42,17,34,47,1,9,17-34-42-47-48,1-9,0,0,0
23001,M,03/01/2023,20,29,21,46,45,10,3,20-21-29-45-46,3-10,0,0,0
23002,V,06/01/2023,44,16,35,45,31,12,4,16-31-35-44-45,4-12,0,0,0
23003,M,10/01/2023,42,11,34,13,40,10,3,11-13-34-40-42,3-10,0,0,0
23004,V,13/01/2023,13,4,33,25,37,10,5,4-13-25-33-37,5-10,0,1,"68825114,00"
23005,M,17/01/2023,18,46,30,50,21,2,6,18-21-30-46-50,2-6,0,0,0
23006,V,20/01/2023,40,6,13,42,3,7,11,3-6-13-40-42,7-11,0,0,0
23007,M,24/01/2023,11,27,47,41,43,7,11,11-27-41-43-47,7-11,0,0,0
23008,V,27/01/2023,15,19,31,8,9,12,10,8-9-15-19-31,10-12,0,0,0
23009,M,31/01/2023,7,12,33,43,19,3,7,7-12-19-33-43,3-7,0,1,"66081021,00"
23010,V,03/02/2023,14,32,45,2,17,10,3,2-14-17-32-45,3-10,0,0,0
23011,M,07/02/2023,8,47,34,44,2,9,3,2-8-34-44-47,3-9,0,0,0
23012,V,10/02/2023,3,13,36,25,47,3,8,3-13-25-36-47,3-8,0,0,0
23013,M,14/02/2023,43,24,46,26,38,2,3,24-26-38-43-46,2-3,0,0,0
23014,V,17/02/2023,42,27,45,23,8,1,9,8-23-27-42-45,1-9,0,0,0
23015,M,21/02/2023,49,41,22,34,21,2,7,21-22-34-41-49,2-7,0,0,0
23016,V,24/02/2023,42,34,7,23,48,1,3,7-23-34-42-48,1-3,1,1,"102242065,00"
23017,M,28/02/2023,29,33,12,37,47,10,5,12-29-33-37-47,5-10,0,0,0
23018,V,03/03/2023,24,3,8,50,6,10,11,3-6-8-24-50,10-11,0,0,0
23019,M,07/03/2023,50,24,35,13,11,6,11,11-13-24-35-50,6-11,0,1,"144966361,00"
23020,V,10/03/2023,9,16,48,37,38,7,2,9-16-37-38-48,2-7,0,0,0
23021,M,14/03/2023,26,46,28,31,16,12,11,16-26-28-31-46,11-12,0,0,0
23022,V,17/03/2023,37,5,26,15,49,8,11,5-15-26-37-49,8-11,0,0,0
23023,M,21/03/2023,29,1,9,32,20,3,2,1-9-20-29-32,2-3,0,0,0
23024,V,24/03/2023,36,25,5,46,12,10,6,5-12-25-36-46,6-10,0,1,"66287741,00"
23025,M,28/03/2023,21,16,34,36,44,9,10,16-21-34-36-44,9-10,0,0,0
23026,V,31/03/2023,28,34,47,16,18,10,5,16-18-28-34-47,5-10,0,0,0
23027,M,04/04/2023,50,33,16,31,10,3,8,10-16-31-33-50,3-8,0,0,0
23028,V,07/04/2023,26,28,46,5,36,12,6,5-26-28-36-46,6-12,0,0,0
23029,M,11/04/2023,19,16,14,29,10,2,10,10-14-16-19-29,2-10,0,0,0
23030,V,14/04/2023,44,4,37,49,11,7,6,4-11-37-44-49,6-7,0,0,0
23031,M,18/04/2023,37,21,17,35,23,11,10,17-21-23-35-37,10-11,0,0,0
23032,V,21/04/2023,18,8,7,42,33,8,2,7-8-18-33-42,2-8,0,0,0
23033,M,25/04/2023,29,45,40,10,30,12,1,10-29-30-40-45,1-12,0,0,0
23034,V,28/04/2023,34,23,11,13,16,1,10,11-13-16-23-34,1-10,0,0,0
23035,M,02/05/2023,48,44,32,7,47,8,7,7-32-44-47-48,7-8,0,0,0
23036,V,05/05/2023,34,8,49,18,3,3,7,3-8-18-34-49,3-7,1,3,"53041075,00"
23037,M,09/05/2023,21,28,13,17,46,9,7,13-17-21-28-46,7-9,0,0,0
23038,V,12/05/2023,9,44,13,39,10,6,4,9-10-13-39-44,4-6,0,0,0
23039,M,16/05/2023,14,6,9,4,37,4,11,4-6-9-14-37,4-11,0,0,0
23040,V,19/05/2023,41,27,34,49,18,3,9,18-27-34-41-49,3-9,0,0,0
23041,M,23/05/2023,34,5,14,6,23,11,2,5-6-14-23-34,2-11,0,0,0
23042,V,26/05/2023,38,25,15,37,41,1,7,15-25-37-38-41,1-7,0,0,0
23043,M,30/05/2023,27,47,33,29,32,8,2,27-29-32-33-47,2-8,0,0,0
23044,V,02/06/2023,25,3,15,43,12,10,11,3-12-15-25-43,10-11,0,1,"130000000,00"
23045,M,06/06/2023,21,13,39,32,50,10,2,13-21-32-39-50,2-10,0,0,0
23046,V,09/06/2023,18,26,36,50,41,11,12,18-26-36-41-50,11-12,0,0,0
23047,M,13/06/2023,15,16,21,50,41,5,6,15-16-21-41-50,5-6,0,0,0
23048,V,16/06/2023,34,7,41,26,44,9,11,7-26-34-41-44,9-11,0,0,0
23049,M,20/06/2023,35,28,11,32,17,6,5,11-17-28-32-35,5-6,0,1,"64343648,00"
23050,V,23/06/2023,11,3,33,46,1,10,11,1-3-11-33-46,10-11,0,0,0
23051,M,27/06/2023,27,22,44,17,23,7,1,17-22-23-27-44,1-7,0,0,0
23052,V,30/06/2023,29,25,6,36,1,10,7,1-6-25-29-36,7-10,0,0,0
23053,M,04/07/2023,23,36,44,17,14,8,2,14-17-23-36-44,2-8,0,0,0
23054,V,07/07/2023,2,12,19,11,38,8,4,2-11-12-19-38,4-8,0,0,0
23055,M,11/07/2023,48,28,2,11,42,4,9,2-11-28-42-48,4-9,0,2,"36621161,00"
23056,V,14/07/2023,5,29,48,8,35,5,6,5-8-29-35-48,5-6,0,0,0
23057,M,18/07/2023,34,35,12,4,45,9,1,4-12-34-35-45,1-9,0,0,0
23058,V,21/07/2023,7,35,33,36,31,10,7,7-31-33-35-36,7-10,0,0,0
23059,M,25/07/2023,11,7,27,5,37,12,6,5-7-11-27-37,6-12,0,0,0
23060,V,28/07/2023,38,7,34,32,33,9,6,7-32-33-34-38,6-9,0,0,0
23061,M,01/08/2023,35,27,25,45,40,7,11,25-27-35-40-45,7-11,0,1,"72144196,00"
23062,V,04/08/2023,15,31,48,20,44,1,3,15-20-31-44-48,1-3,0,0,0
23063,M,08/08/2023,40,8,33,9,35,6,3,8-9-33-35-40,3-6,0,0,0
23064,V,11/08/2023,10,13,34,4,6,3,5,4-6-10-13-34,3-5,0,0,0
23065,M,15/08/2023,3,32,5,43,9,6,10,3-5-9-32-43,6-10,0,0,0
23066,V,18/08/2023,47,25,23,30,44,9,12,23-25-30-44-47,9-12,0,0,0
23067,M,22/08/2023,23,9,40,2,32,6,7,2-9-23-32-40,6-7,0,0,0
23068,V,25/08/2023,44,35,16,34,17,5,10,16-17-34-35-44,5-10,0,0,0
23069,M,29/08/2023,21,40,23,32,49,11,8,21-23-32-40-49,8-11,0,0,0
23070,V,01/09/2023,35,43,37,5,4,5,6,4-5-35-37-43,5-6,1,1,"109268140,00"
23071,M,05/09/2023,41,48,7,1,24,10,12,1-7-24-41-48,10-12,0,0,0
23072,V,08/09/2023,33,20,10,21,26,4,3,10-20-21-26-33,3-4,0,0,0
23073,M,12/09/2023,14,5,42,36,40,11,2,5-14-36-40-42,2-11,0,0,0
23074,V,15/09/2023,21,45,12,48,14,8,11,12-14-21-45-48,8-11,0,2,"27475869,00"
23075,M,19/09/2023,10,31,41,15,42,2,5,10-15-31-41-42,2-5,0,0,0
23076,V,22/09/2023,3,23,35,34,24,8,5,3-23-24-34-35,5-8,0,0,0
23077,M,26/09/2023,14,6,23,2,19,5,7,2-6-14-19-23,5-7,0,0,0
23078,V,29/09/2023,32,9,11,21,13,7,2,9-11-13-21-32,2-7,1,1,"130000000,00"
23079,M,03/10/2023,45,6,22,24,20,5,4,6-20-22-24-45,4-5,0,0,0
23080,V,06/10/2023,31,43,21,29,34,2,9,21-29-31-34-43,2-9,0,0,0
23081,M,10/10/2023,18,33,20,22,43,3,9,18-20-22-33-43,3-9,0,0,0
23082,V,13/10/2023,41,26,21,40,28,4,2,21-26-28-40-41,2-4,0,0,0
23083,M,17/10/2023,40,20,10,35,17,4,3,10-17-20-35-40,3-4,0,1,"67318140,00"
23084,V,20/10/2023,20,40,28,2,45,5,1,2-20-28-40-45,1-5,0,0,0
23085,M,24/10/2023,18,16,8,31,34,6,9,8-16-18-31-34,6-9,0,1,"26274769,00"
23086,V,27/10/2023,29,48,33,49,35,8,3,29-33-35-48-49,3-8,0,1,"17000000,00"
23087,M,31/10/2023,20,40,5,50,7,10,2,5-7-20-40-50,2-10,0,0,0
23088,V,03/11/2023,31,47,21,39,8,9,5,8-21-31-39-47,5-9,0,1,"31218086,00"
23089,M,07/11/2023,8,10,11,39,30,10,4,8-10-11-30-39,4-10,0,0,0
23090,V,10/11/2023,30,42,10,21,38,12,2,10-21-30-38-42,2-12,0,0,0
23091,M,14/11/2023,13,50,36,16,44,3,5,13-16-36-44-50,3-5,0,0,0
23092,V,17/11/2023,26,50,24,2,46,2,7,2-24-26-46-50,2-7,0,0,0
23093,M,21/11/2023,46,47,29,34,19,2,3,19-29-34-46-47,2-3,0,0,0
23094,V,24/11/2023,48,15,29,20,39,7,1,15-20-29-39-48,1-7,0,0,0
23095,M,28/11/2023,27,44,12,33,16,7,8,12-16-27-33-44,7-8,0,1,"83068817,00"
23096,V,01/12/2023,38,10,4,14,50,9,12,4-10-14-38-50,9-12,0,0,0
23097,M,05/12/2023,6,20,4,24,25,5,9,4-6-20-24-25,5-9,0,0,0
23098,V,08/12/2023,48,30,50,42,17,4,8,17-30-42-48-50,4-8,0,1,"240000000,00"
23099,M,12/12/2023,43,39,28,37,6,9,12,6-28-37-39-43,9-12,0,0,0
23100,V,15/12/2023,2,13,37,38,48,9,5,2-13-37-38-48,5-9,0,0,0
23101,M,19/12/2023,20,43,41,45,10,12,2,10-20-41-43-45,2-12,0,0,0
23102,V,22/12/2023,14,49,34,44,6,12,4,6-14-34-44-49,4-12,0,1,"55662868,00"
23103,M,26/12/2023,47,27,8,30,35,9,10,8-27-30-35-47,9-10,0,0,0
23104,V,29/12/2023,2,36,19,37,3,9,6,2-3-19-36-37,6-9,0,0,0
24001,M,02/01/2024,7,18,49,46,15,12,10,7-15-18-46-49,10-12,0,0,0
24002,V,05/01/2024,18,4,39,7,50,8,3,4-7-18-39-50,3-8,0,0,0
24003,M,09/01/2024,12,9,2,39,40,3,1,2-9-12-39-40,1-3,0,0,0
24004,V,12/01/2024,18,16,17,49,45,9,12,16-17-18-45-49,9-12,0,0,0
24005,M,16/01/2024,18,21,33,45,10,12,8,10-18-21-33-45,8-12,1,1,"87952574,00"
24006,V,19/01/2024,50,27,28,48,44,7,12,27-28-44-48-50,7-12,0,1,"17000000,00"
24007,M,23/01/2024,48,23,14,50,39,12,3,14-23-39-48-50,3-12,0,0,0
24008,V,26/01/2024,32,19,41,8,42,12,9,8-19-32-41-42,9-12,0,0,0
24009,M,30/01/2024,10,27,5,30,19,6,5,5-10-19-27-30,5-6,0,2,"72274808,00"
24010,V,02/02/2024,13,42,27,23,20,9,5,13-20-23-27-42,5-9,0,0,0
24011,M,06/02/2024,45,7,2,28,21,11,5,2-7-21-28-45,5-11,0,0,0
24012,V,09/02/2024,37,35,45,24,23,12,9,23-24-35-37-45,9-12,0,0,0
24013,M,13/02/2024,13,18,46,17,20,9,4,13-17-18-20-46,4-9,0,0,0
24014,V,16/02/2024,26,14,13,24,8,1,2,8-13-14-24-26,1-2,0,0,0
24015,M,20/02/2024,42,31,37,48,23,7,3,23-31-37-42-48,3-7,1,1,"73448160,00"
24016,V,23/02/2024,27,49,30,24,28,1,12,24-27-28-30-49,1-12,0,0,0
24017,M,27/02/2024,20,3,4,9,12,5,6,3-4-9-12-20,5-6,0,0,0
24018,V,01/03/2024,34,20,4,19,7,2,4,4-7-19-20-34,2-4,0,0,0
24019,M,05/03/2024,23,36,2,17,15,8,3,2-15-17-23-36,3-8,0,0,0
24020,V,08/03/2024,12,11,8,44,16,4,7,8-11-12-16-44,4-7,0,0,0
24021,M,12/03/2024,30,38,19,13,46,4,12,13-19-30-38-46,4-12,0,0,0
24022,V,15/03/2024,31,40,34,4,1,4,5,1-4-31-34-40,4-5,0,1,"130000000,00"
24023,M,19/03/2024,32,18,7,20,16,1,3,7-16-18-20-32,1-3,0,0,0
24024,V,22/03/2024,32,8,44,11,23,9,10,8-11-23-32-44,9-10,0,0,0
24025,M,26/03/2024,14,26,29,13,2,5,6,2-13-14-26-29,5-6,0,0,0
24026,V,29/03/2024,49,35,36,17,16,10,1,16-17-35-36-49,1-10,0,0,0
24027,M,02/04/2024,36,1,48,23,31,8,5,1-23-31-36-48,5-8,0,0,0
24028,V,05/04/2024,26,37,35,18,13,11,8,13-18-26-35-37,8-11,0,0,0
24029,M,09/04/2024,27,46,19,23,26,2,10,19-23-26-27-46,2-10,0,0,0
24030,V,12/04/2024,45,16,12,2,3,11,2,2-3-12-16-45,2-11,0,0,0
24031,M,16/04/2024,39,31,46,29,22,3,7,22-29-31-39-46,3-7,0,0,0
24032,V,19/04/2024,10,20,46,40,44,1,3,10-20-40-44-46,1-3,0,0,0
24033,M,23/04/2024,9,49,11,6,32,2,10,6-9-11-32-49,2-10,0,0,0
24034,V,26/04/2024,47,2,39,20,40,8,4,2-20-39-40-47,4-8,0,0,0
24035,M,30/04/2024,24,47,13,22,33,5,1,13-22-24-33-47,1-5,1,1,"166790050,00"
24036,V,03/05/2024,6,49,9,30,10,4,3,6-9-10-30-49,3-4,0,0,0
24037,M,07/05/2024,45,35,42,36,41,11,6,35-36-41-42-45,6-11,0,0,0
24038,V,10/05/2024,29,44,13,48,28,12,4,13-28-29-44-48,4-12,0,0,0
24039,M,14/05/2024,35,2,8,28,17,7,9,2-8-17-28-35,7-9,1,1,"48748900,00"
24040,V,17/05/2024,31,41,46,32,18,10,1,18-31-32-41-46,1-10,0,0,0
24041,M,21/05/2024,13,11,48,14,34,9,7,11-13-14-34-48,7-9,0,0,0
24042,V,24/05/2024,12,9,22,18,50,1,3,9-12-18-22-50,1-3,0,0,0
24043,M,28/05/2024,18,16,35,41,36,6,7,16-18-35-36-41,6-7,0,0,0
24044,V,31/05/2024,16,33,4,34,7,8,7,4-7-16-33-34,7-8,0,0,0
24045,M,04/06/2024,43,7,6,9,14,4,3,6-7-9-14-43,3-4,0,0,0
24046,V,07/06/2024,30,26,15,37,16,8,5,15-16-26-30-37,5-8,0,0,0
24047,M,11/06/2024,48,15,7,34,45,7,9,7-15-34-45-48,7-9,0,0,0
24048,V,14/06/2024,13,2,16,24,32,7,1,2-13-16-24-32,1-7,0,0,0
24049,M,18/06/2024,34,11,36,33,3,12,1,3-11-33-34-36,1-12,0,0,0
24050,V,21/06/2024,4,3,11,7,17,12,3,3-4-7-11-17,3-12,0,0,0
24051,M,25/06/2024,14,16,49,45,37,5,7,14-16-37-45-49,5-7,0,1,"213887390,00"
24052,V,28/06/2024,10,18,35,16,22,10,1,10-16-18-22-35,1-10,0,0,0
24053,M,02/07/2024,46,7,2,34,35,6,8,2-7-34-35-46,6-8,0,0,0
24054,V,05/07/2024,29,47,31,13,11,11,1,11-13-29-31-47,1-11,0,1,"39132032,00"
24055,M,09/07/2024,28,15,19,39,6,7,11,6-15-19-28-39,7-11,0,0,0
24056,V,12/07/2024,12,39,24,25,18,10,8,12-18-24-25-39,8-10,0,0,0
24057,M,16/07/2024,39,35,2,36,32,7,8,2-32-35-36-39,7-8,0,0,0
24058,V,19/07/2024,44,22,35,48,15,6,7,15-22-35-44-48,6-7,1,2,"26181999,00"
24059,M,23/07/2024,8,10,16,34,4,8,4,4-8-10-16-34,4-8,0,0,0
24060,V,26/07/2024,35,37,23,19,4,8,4,4-19-23-35-37,4-8,0,1,"28649442,00"
24061,M,30/07/2024,28,37,9,38,25,2,8,9-25-28-37-38,2-8,0,0,0
24062,V,02/08/2024,12,7,33,5,46,3,12,5-7-12-33-46,3-12,0,0,0
24063,M,06/08/2024,41,27,50,1,18,2,12,1-18-27-41-50,2-12,0,0,0
24064,V,09/08/2024,33,23,25,44,21,4,10,21-23-25-33-44,4-10,0,0,0
24065,M,13/08/2024,15,16,40,47,39,1,6,15-16-39-40-47,1-6,0,0,0
24066,V,16/08/2024,49,45,15,29,17,10,1,15-17-29-45-49,1-10,0,0,0
24067,M,20/08/2024,10,18,13,26,7,12,3,7-10-13-18-26,3-12,0,0,0
24068,V,23/08/2024,50,47,24,9,15,8,9,9-15-24-47-50,8-9,0,0,0
24069,M,27/08/2024,1,47,42,8,11,11,4,1-8-11-42-47,4-11,0,0,0
24070,V,30/08/2024,3,24,42,33,27,6,4,3-24-27-33-42,4-6,0,0,0
24071,M,03/09/2024,7,9,11,45,16,5,2,7-9-11-16-45,2-5,0,0,0
24072,V,06/09/2024,34,47,14,12,41,3,4,12-14-34-41-47,3-4,0,1,"149017789,00"
24073,M,10/09/2024,48,46,6,29,47,9,2,6-29-46-47-48,2-9,0,0,0
24074,V,13/09/2024,31,42,10,15,17,4,12,10-15-17-31-42,4-12,0,0,0
24075,M,17/09/2024,30,32,20,41,44,10,1,20-30-32-41-44,1-10,0,0,0
24076,V,20/09/2024,16,37,34,25,29,3,7,16-25-29-34-37,3-7,0,0,0
24077,M,24/09/2024,20,21,49,36,18,5,3,18-20-21-36-49,3-5,0,0,0
24078,V,27/09/2024,7,21,38,20,27,12,5,7-20-21-27-38,5-12,0,0,0
24079,M,01/10/2024,22,41,8,42,29,9,11,8-22-29-41-42,9-11,0,0,0
24080,V,04/10/2024,4,17,8,16,20,6,1,4-8-16-17-20,1-6,0,1,"162256512,00"
24081,M,08/10/2024,7,19,34,14,40,8,6,7-14-19-34-40,6-8,0,0,0
24082,V,11/10/2024,23,46,32,16,49,5,4,16-23-32-46-49,4-5,0,0,0
24083,M,15/10/2024,15,48,2,36,32,3,9,2-15-32-36-48,3-9,0,0,0
24084,V,18/10/2024,23,39,4,15,30,12,1,4-15-23-30-39,1-12,0,0,0
24085,M,22/10/2024,13,46,3,27,30,1,2,3-13-27-30-46,1-2,0,0,0
24086,V,25/10/2024,4,20,45,25,17,9,8,4-17-20-25-45,8-9,0,0,0
24087,M,29/10/2024,45,30,19,1,2,12,10,1-2-19-30-45,10-12,0,0,0
24088,V,01/11/2024,44,7,50,33,38,2,7,7-33-38-44-50,2-7,0,0,0
24089,M,05/11/2024,50,8,37,1,19,9,6,1-8-19-37-50,6-9,0,0,0
24090,V,08/11/2024,48,2,35,33,42,1,3,2-33-35-42-48,1-3,0,0,0
24091,M,12/11/2024,11,12,50,10,22,10,1,10-11-12-22-50,1-10,0,0,0
24092,V,15/11/2024,7,39,8,44,34,2,6,7-8-34-39-44,2-6,0,0,0
24093,M,19/11/2024,28,20,49,13,4,7,12,4-13-20-28-49,7-12,0,0,0
24094,V,22/11/2024,12,10,29,11,31,11,8,10-11-12-29-31,8-11,0,0,0
24095,M,26/11/2024,40,25,31,11,7,12,9,7-11-25-31-40,9-12,0,1,"212448937,00"
24096,V,29/11/2024,8,18,43,17,29,5,9,8-17-18-29-43,5-9,0,0,0
24097,M,03/12/2024,46,23,34,25,47,6,8,23-25-34-46-47,6-8,0,0,0
24098,V,06/12/2024,25,39,47,14,44,6,10,14-25-39-44-47,6-10,0,0,0
24099,M,10/12/2024,29,25,5,47,24,9,5,5-24-25-29-47,5-9,0,0,0
24100,V,13/12/2024,25,1,42,15,50,10,4,1-15-25-42-50,4-10,0,0,0
24101,M,17/12/2024,1,21,4,29,3,7,2,1-3-4-21-29,2-7,1,1,"77557137,00"
24102,V,20/12/2024,14,10,50,33,21,6,9,10-14-21-33-50,6-9,0,0,0
24103,M,24/12/2024,6,24,16,23,10,12,11,6-10-16-23-24,11-12,0,0,0
24104,V,27/12/2024,45,33,12,27,22,4,8,12-22-27-33-45,4-8,0,1,"41205363,00"
24105,M,31/12/2024,33,24,19,26,28,12,8,19-24-26-28-33,8-12,0,0,0
25001,V,03/01/2025,19,35,37,3,29,1,9,3-19-29-35-37,1-9,0,0,0
25002,M,07/01/2025,41,20,35,33,47,4,12,20-33-35-41-47,4-12,0,0,0
25003,V,10/01/2025,36,37,27,42,12,7,6,12-27-36-37-42,6-7,0,0,0
25004,M,14/01/2025,41,48,29,20,18,5,9,18-20-29-41-48,5-9,0,0,0
25005,V,17/01/2025,24,42,15,35,8,8,6,8-15-24-35-42,6-8,0,0,0
25006,M,21/01/2025,8,6,14,27,41,5,4,6-8-14-27-41,4-5,0,0,0
25007,V,24/01/2025,30,2,19,49,11,3,8,2-11-19-30-49,3-8,0,1,"99397573,00"
25008,M,28/01/2025,42,41,37,49,9,9,1,9-37-41-42-49,1-9,0,0,0
25009,V,31/01/2025,30,41,49,44,22,7,2,22-30-41-44-49,2-7,0,0,0
25010,M,04/02/2025,29,43,3,39,4,5,10,3-4-29-39-43,5-10,0,0,0
25011,V,07/02/2025,10,24,45,29,23,8,10,10-23-24-29-45,8-10,0,0,0
25012,M,11/02/2025,21,3,46,36,41,6,1,3-21-36-41-46,1-6,0,0,0
25013,V,14/02/2025,38,14,36,31,4,10,3,4-14-31-36-38,3-10,0,1,"78450739,00"
25014,M,18/02/2025,26,40,5,25,14,5,7,5-14-25-26-40,5-7,0,0,0
25015,V,21/02/2025,1,43,3,20,11,11,2,1-3-11-20-43,2-11,0,0,0
25016,M,25/02/2025,23,24,44,17,22,11,6,17-22-23-24-44,6-11,0,0,0
25017,V,28/02/2025,43,31,46,16,7,9,5,7-16-31-43-46,5-9,0,1,"52448674,00"
25018,M,04/03/2025,29,42,15,20,35,9,2,15-20-29-35-42,2-9,0,0,0
25019,V,07/03/2025,32,6,48,27,10,8,3,6-10-27-32-48,3-8,0,0,0
25020,M,11/03/2025,36,37,42,47,13,11,7,13-36-37-42-47,7-11,0,0,0
25021,V,14/03/2025,8,33,49,35,10,2,9,8-10-33-35-49,2-9,0,0,0
25022,M,18/03/2025,46,9,35,4,50,8,11,4-9-35-46-50,8-11,0,0,0
