annee_numero_tirage,jour_tirage,date_tirage,boule_1,boule_2,boule_3,boule_4,boule_5,etoile_1,etoile_2,boules_croissant,etoiles_croissant,nb_gagnants_r1_fr,nb_gagnants_r1_eu,rapport_r1
2009037,V,01/01/1970,42,15,12,35,43,6,4,12-15-35-42-43,4-6,0,0,0
2009038,V,01/01/1970,30,16,41,38,6,2,4,6-16-30-38-41,2-4,1,1,100000000
2009039,V,01/01/1970,6,21,18,17,34,9,3,6-17-18-21-34,3-9,0,1,15000000
2009040,V,01/01/1970,44,29,24,23,22,5,1,22-23-24-29-44,1-5,0,0,0
2009041,V,01/01/1970,29,11,46,7,50,4,7,7-11-29-46-50,4-7,0,0,0
2009042,V,01/01/1970,23,30,31,47,12,3,4,12-23-30-31-47,3-4,0,0,0
2009043,V,01/01/1970,20,6,18,29,31,8,2,6-18-20-29-31,2-8,0,0,0
2009044,V,01/01/1970,35,9,33,38,40,6,2,9-33-35-38-40,2-6,0,0,0
2009045,V,01/01/1970,19,43,45,34,11,5,9,11-19-34-43-45,5-9,0,2,51099838
2009046,V,01/01/1970,15,25,32,26,13,4,3,13-15-25-26-32,3-4,1,1,16569317
2009047,V,01/01/1970,47,9,28,5,43,2,9,5-9-28-43-47,2-9,0,1,15000000
2009048,V,01/01/1970,33,15,13,5,8,8,9,5-8-13-15-33,8-9,0,0,0
2009049,V,01/01/1970,25,30,19,18,44,3,1,18-19-25-30-44,1-3,0,0,0
2009050,V,01/01/1970,41,43,44,46,20,2,9,20-41-43-44-46,2-9,0,0,0
2009051,V,01/01/1970,49,30,35,32,14,8,3,14-30-32-35-49,3-8,1,1,59459744
2009052,V,01/01/1970,4,17,5,34,14,5,3,4-5-14-17-34,3-5,0,0,0
2010001,V,01/01/1970,22,24,27,36,9,7,5,9-22-24-27-36,5-7,0,0,0
2010002,V,01/01/1970,44,5,14,4,46,9,8,4-5-14-44-46,8-9,0,0,0
2010003,V,01/01/1970,49,50,26,29,11,4,7,11-26-29-49-50,4-7,1,2,29703685
2010004,V,01/01/1970,4,44,27,22,36,9,7,4-22-27-36-44,7-9,0,0,0
2010005,V,01/01/1970,39,43,30,17,9,7,5,9-17-30-39-43,5-7,0,1,29242656
2010006,V,01/01/1970,46,38,34,35,39,3,4,34-35-38-39-46,3-4,0,0,0
2010007,V,01/01/1970,5,45,1,38,18,6,4,1-5-18-38-45,4-6,0,2,64809203
2010008,V,01/01/1970,37,12,38,31,43,3,2,12-31-37-38-43,2-3,0,0,0
2010009,V,01/01/1970,42,11,29,7,18,7,6,7-11-18-29-42,6-7,0,0,0
2010010,V,01/01/1970,19,18,49,12,43,9,3,12-18-19-43-49,3-9,0,1,46258004
2010011,V,01/01/1970,46,1,26,36,33,7,6,1-26-33-36-46,6-7,0,0,0
2010012,V,01/01/1970,38,28,30,39,10,7,2,10-28-30-38-39,2-7,0,0,0
2010013,V,01/01/1970,18,37,8,16,43,2,6,8-16-18-37-43,2-6,0,1,44378829
2010014,V,01/01/1970,26,18,12,24,45,5,4,12-18-24-26-45,4-5,0,1,15000000
2010015,V,01/01/1970,44,23,24,21,7,3,4,7-21-23-24-44,3-4,0,0,0
2010016,V,01/01/1970,17,11,26,40,9,9,3,9-11-17-26-40,3-9,0,0,0
2010017,V,01/01/1970,46,3,7,8,43,6,8,3-7-8-43-46,6-8,0,0,0
2010018,V,01/01/1970,6,36,22,25,24,3,8,6-22-24-25-36,3-8,0,0,0
2010019,V,01/01/1970,15,21,6,3,32,7,9,3-6-15-21-32,7-9,0,0,0
2010020,V,01/01/1970,17,31,43,47,1,3,2,1-17-31-43-47,2-3,0,1,100037101
2010021,V,01/01/1970,38,19,50,7,30,4,7,7-19-30-38-50,4-7,0,1,15000000
2010022,V,01/01/1970,9,31,32,33,4,3,7,4-9-31-32-33,3-7,0,1,15000000
2010023,V,01/01/1970,34,42,17,40,4,9,4,4-17-34-40-42,4-9,0,1,15000000
2010024,V,01/01/1970,44,2,36,22,24,2,1,2-22-24-36-44,1-2,0,1,15000000
2010025,V,01/01/1970,2,29,31,38,32,4,1,2-29-31-32-38,1-4,0,0,0
2010026,V,01/01/1970,18,1,8,28,31,9,8,1-8-18-28-31,8-9,1,1,27989077
2010027,V,01/01/1970,46,41,36,13,12,8,1,12-13-36-41-46,1-8,0,0,0
2010028,V,01/01/1970,37,9,49,24,39,3,9,9-24-37-39-49,3-9,0,0,0
2010029,V,01/01/1970,49,46,45,39,38,7,8,38-39-45-46-49,7-8,1,1,42218533
2010030,V,01/01/1970,4,13,37,35,46,9,3,4-13-35-37-46,3-9,0,0,0
2010031,V,01/01/1970,39,11,3,4,28,8,2,3-4-11-28-39,2-8,0,1,28092206
2010032,V,01/01/1970,42,28,13,29,25,4,5,13-25-28-29-42,4-5,0,1,15000000
2010033,V,01/01/1970,15,9,47,21,4,7,2,4-9-15-21-47,2-7,1,3,5000000
2010034,V,01/01/1970,27,31,5,42,40,6,1,5-27-31-40-42,1-6,0,1,15000000
2010035,V,01/01/1970,13,6,30,1,49,1,9,1-6-13-30-49,1-9,0,2,7500000
2010036,V,01/01/1970,24,49,47,26,13,4,8,13-24-26-47-49,4-8,1,1,15000000
2010037,V,01/01/1970,35,41,21,45,17,5,1,17-21-35-41-45,1-5,0,1,15000000
2010038,V,01/01/1970,50,27,38,17,29,3,1,17-27-29-38-50,1-3,0,0,0
2010039,V,01/01/1970,1,16,48,4,40,1,9,1-4-16-40-48,1-9,0,2,14337323
2010040,V,01/01/1970,4,27,6,48,1,1,6,1-4-6-27-48,1-6,0,0,0
2010041,V,01/01/1970,46,35,39,30,9,6,8,9-30-35-39-46,6-8,0,1,129818431
2010042,V,01/01/1970,38,31,2,36,43,7,3,2-31-36-38-43,3-7,0,0,0
2010043,V,01/01/1970,39,5,11,9,4,3,5,4-5-9-11-39,3-5,1,2,14710590
2010044,V,01/01/1970,32,22,16,42,20,8,9,16-20-22-32-42,8-9,0,0,0
2010045,V,01/01/1970,21,23,33,50,40,5,4,21-23-33-40-50,4-5,0,1,29087861
2010046,V,01/01/1970,23,47,7,19,29,6,1,7-19-23-29-47,1-6,0,0,0
2010047,V,01/01/1970,36,12,15,45,32,9,7,12-15-32-36-45,7-9,0,0,0
2010048,V,01/01/1970,9,41,36,49,28,7,5,9-28-36-41-49,5-7,0,1,45322973
2010049,V,01/01/1970,28,32,46,8,19,4,7,8-19-28-32-46,4-7,0,0,0
2010050,V,01/01/1970,46,2,10,3,33,8,7,2-3-10-33-46,7-8,0,0,0
2010051,V,01/01/1970,3,35,29,42,20,3,8,3-20-29-35-42,3-8,0,1,43677118
2010052,V,01/01/1970,46,19,42,36,38,8,2,19-36-38-42-46,2-8,0,1,19106757
2010053,V,01/01/1970,2,24,43,38,34,1,7,2-24-34-38-43,1-7,0,1,15338239
2011001,V,01/01/1970,32,22,1,48,50,7,6,1-22-32-48-50,6-7,0,1,15000000
2011002,V,01/01/1970,44,2,24,14,39,7,6,2-14-24-39-44,6-7,0,0,0
2011003,V,01/01/1970,21,11,13,3,18,5,4,3-11-13-18-21,4-5,0,2,14502127
2011004,V,01/01/1970,41,24,23,42,13,5,1,13-23-24-41-42,1-5,0,0,0
2011005,V,01/01/1970,47,35,11,2,24,5,9,2-11-24-35-47,5-9,0,5,5789546
2011006,V,01/01/1970,15,14,12,19,23,7,8,12-14-15-19-23,7-8,0,0,0
2011007,V,01/01/1970,45,3,49,15,2,9,5,2-3-15-45-49,5-9,0,0,0
2011008,V,01/01/1970,42,45,13,48,12,3,9,12-13-42-45-48,3-9,0,0,0
2011009,V,01/01/1970,28,41,25,11,27,8,5,11-25-27-28-41,5-8,0,0,0
2011010,V,01/01/1970,17,24,37,19,46,2,7,17-19-24-37-46,2-7,0,0,0
2011011,V,01/01/1970,50,13,26,1,20,7,6,1-13-20-26-50,6-7,0,0,0
2011012,V,01/01/1970,12,21,6,33,27,7,3,6-12-21-27-33,3-7,0,2,69105267
2011013,V,01/01/1970,17,33,22,21,4,4,8,4-17-21-22-33,4-8,0,1,15000000
2011014,V,01/01/1970,21,47,23,38,50,6,2,21-23-38-47-50,2-6,0,0,0
2011015,V,01/01/1970,4,41,6,21,39,2,6,4-6-21-39-41,2-6,0,0,0
2011016,V,01/01/1970,22,45,48,11,36,1,4,11-22-36-45-48,1-4,0,1,43415570
2011017,V,01/01/1970,38,40,25,15,41,1,2,15-25-38-40-41,1-2,0,0,0
2011018,V,01/01/1970,28,16,20,22,11,4,9,11-16-20-22-28,4-9,0,1,28772008
2011019,M,10/05/2011,28,3,45,10,15,7,5,3-10-15-28-45,5-7,0,0,0
2011020,V,13/05/2011,17,47,11,36,9,2,1,9-11-17-36-47,1-2,0,1,121019633
2011021,M,17/05/2011,37,20,21,45,46,3,2,20-21-37-45-46,2-3,0,0,0
2011022,V,20/05/2011,42,25,10,20,14,8,11,10-14-20-25-42,8-11,1,1,27642654
2011023,M,24/05/2011,16,23,24,29,26,2,9,16-23-24-26-29,2-9,0,0,0
2011024,V,27/05/2011,28,9,49,25,17,9,8,9-17-25-28-49,8-9,0,0,0
2011025,M,31/05/2011,22,9,10,50,1,11,5,1-9-10-22-50,5-11,0,0,0
2011026,V,03/06/2011,49,40,50,39,4,2,5,4-39-40-49-50,2-5,0,0,0
2011027,M,07/06/2011,25,38,40,6,36,10,4,6-25-36-38-40,4-10,0,0,0
2011028,V,10/06/2011,37,20,3,48,19,8,11,3-19-20-37-48,8-11,0,0,0
2011029,M,14/06/2011,41,19,48,5,12,8,10,5-12-19-41-48,8-10,0,0,0
2011030,V,17/06/2011,11,22,21,16,44,8,3,11-16-21-22-44,3-8,0,0,0
2011031,M,21/06/2011,49,50,20,17,35,4,3,17-20-35-49-50,3-4,0,0,0
2011032,V,24/06/2011,41,20,5,30,16,11,6,5-16-20-30-41,6-11,0,0,0
2011033,M,28/06/2011,16,15,44,30,50,3,2,15-16-30-44-50,2-3,0,0,0
2011034,V,01/07/2011,11,23,31,8,46,9,8,8-11-23-31-46,8-9,0,0,0
2011035,M,05/07/2011,28,47,29,11,49,5,1,11-28-29-47-49,1-5,0,0,0
2011036,V,08/07/2011,12,13,40,49,23,7,10,12-13-23-40-49,7-10,0,0,0
2011037,M,12/07/2011,19,17,42,45,38,9,10,17-19-38-42-45,9-10,0,1,185000000
2011038,V,15/07/2011,26,6,33,39,34,3,4,6-26-33-34-39,3-4,0,0,0
2011039,M,19/07/2011,16,3,25,35,26,5,9,3-16-25-26-35,5-9,1,1,23148546
2011040,V,22/07/2011,4,50,15,49,23,2,6,4-15-23-49-50,2-6,0,2,7500000
2011041,M,26/07/2011,5,1,25,48,22,11,3,1-5-22-25-48,3-11,0,0,0
2011042,V,29/07/2011,37,38,19,27,12,5,10,12-19-27-37-38,5-10,0,1,27315669
2011043,M,02/08/2011,8,33,14,24,5,8,3,5-8-14-24-33,3-8,0,0,0
2011044,V,05/08/2011,34,32,18,14,13,1,10,13-14-18-32-34,1-10,0,0,0
2011045,M,09/08/2011,36,24,34,7,23,11,8,7-23-24-34-36,8-11,0,0,0
2011046,V,12/08/2011,7,20,37,10,27,7,4,7-10-20-27-37,4-7,0,0,0
2011047,M,16/08/2011,45,18,1,13,17,8,3,1-13-17-18-45,3-8,0,0,0
2011048,V,19/08/2011,16,6,31,28,14,11,2,6-14-16-28-31,2-11,0,0,0
2011049,M,23/08/2011,42,50,6,14,4,2,4,4-6-14-42-50,2-4,0,0,0
2011050,V,26/08/2011,25,45,22,33,12,5,7,12-22-25-33-45,5-7,0,0,0
2011051,M,30/08/2011,46,8,2,10,19,5,9,2-8-10-19-46,5-9,0,0,0
2011052,V,02/09/2011,37,12,26,38,44,4,7,12-26-37-38-44,4-7,0,0,0
2011053,M,06/09/2011,42,35,50,48,47,9,8,35-42-47-48-50,8-9,0,0,0
2011054,V,09/09/2011,21,5,34,31,28,2,1,5-21-28-31-34,1-2,0,0,0
2011055,M,13/09/2011,28,32,49,9,30,9,10,9-28-30-32-49,9-10,1,1,162256622
2011056,V,16/09/2011,39,2,42,17,8,3,10,2-8-17-39-42,3-10,0,1,15000000
2011057,M,20/09/2011,25,38,19,9,36,11,7,9-19-25-36-38,7-11,0,0,0
2011058,V,23/09/2011,6,33,48,14,34,6,2,6-14-33-34-48,2-6,0,0,0
2011059,M,27/09/2011,28,18,40,27,35,3,5,18-27-28-35-40,3-5,0,0,0
2011060,V,30/09/2011,28,15,44,31,5,1,6,5-15-28-31-44,1-6,0,3,16192686
2011061,M,04/10/2011,14,16,23,45,38,8,11,14-16-23-38-45,8-11,0,0,0
2011062,V,07/10/2011,42,34,18,38,26,8,5,18-26-34-38-42,5-8,0,1,117705979
2011063,M,11/10/2011,12,16,4,1,48,9,10,1-4-12-16-48,9-10,0,0,0
2011064,V,14/10/2011,47,23,12,29,32,3,5,12-23-29-32-47,3-5,0,0,0
2011065,M,18/10/2011,46,18,37,48,23,2,10,18-23-37-46-48,2-10,0,0,0
2011066,V,21/10/2011,37,19,2,33,46,5,8,2-19-33-37-46,5-8,0,2,23999325
2011067,M,25/10/2011,39,28,22,12,27,4,10,12-22-27-28-39,4-10,0,0,0
2011068,V,28/10/2011,39,16,20,17,50,4,8,16-17-20-39-50,4-8,0,0,0
2011069,M,01/11/2011,20,45,23,14,46,1,11,14-20-23-45-46,1-11,0,0,0
2011070,V,04/11/2011,41,50,11,43,14,9,2,11-14-41-43-50,2-9,0,0,0
2011071,M,08/11/2011,40,15,4,29,1,1,5,1-4-15-29-40,1-5,0,0,0
2011072,V,11/11/2011,30,18,1,4,23,3,7,1-4-18-23-30,3-7,0,1,67939184
2011073,M,15/11/2011,47,17,22,6,45,3,11,6-17-22-45-47,3-11,0,1,15000000
2011074,V,18/11/2011,39,44,24,4,12,2,4,4-12-24-39-44,2-4,0,0,0
2011075,M,22/11/2011,16,40,38,24,18,2,4,16-18-24-38-40,2-4,0,0,0
2011076,V,25/11/2011,34,14,26,19,28,5,8,14-19-26-28-34,5-8,0,1,35062896
2011077,M,29/11/2011,25,50,11,45,41,7,2,11-25-41-45-50,2-7,0,0,0
2011078,V,02/12/2011,27,40,7,43,30,9,8,7-27-30-40-43,8-9,1,1,27094320
2011079,M,06/12/2011,34,21,20,38,19,9,3,19-20-21-34-38,3-9,0,0,0
2011080,V,09/12/2011,21,12,47,44,29,2,1,12-21-29-44-47,1-2,0,0,0
2011081,M,13/12/2011,12,37,18,33,7,1,11,7-12-18-33-37,1-11,0,0,0
2011082,V,16/12/2011,10,2,23,31,5,5,2,2-5-10-23-31,2-5,0,1,46576447
2011083,M,20/12/2011,14,48,1,9,12,7,1,1-9-12-14-48,1-7,0,0,0
2011084,V,23/12/2011,22,7,24,28,21,1,11,7-21-22-24-28,1-11,0,0,0
2011085,M,27/12/2011,26,21,25,19,44,7,3,19-21-25-26-44,3-7,0,0,0
2011086,V,30/12/2011,36,44,43,16,50,8,7,16-36-43-44-50,7-8,0,0,0
2012001,M,03/01/2012,42,30,45,3,49,5,10,3-30-42-45-49,5-10,0,0,0
2012002,V,06/01/2012,1,6,10,31,12,7,2,1-6-10-12-31,2-7,1,2,36556782
2012003,M,10/01/2012,9,4,30,10,40,9,2,4-9-10-30-40,2-9,0,0,0
2012004,V,13/01/2012,39,13,21,14,27,8,6,13-14-21-27-39,6-8,0,0,0
2012005,M,17/01/2012,12,44,22,30,31,5,6,12-22-30-31-44,5-6,0,0,0
2012006,V,20/01/2012,10,28,27,2,22,8,6,2-10-22-27-28,6-8,0,1,48895464
2012007,M,24/01/2012,1,20,6,2,36,11,8,1-2-6-20-36,8-11,0,0,0
2012008,V,27/01/2012,10,19,44,13,39,6,2,10-13-19-39-44,2-6,0,0,0
2012009,M,31/01/2012,43,34,38,9,45,4,2,9-34-38-43-45,2-4,0,0,0
2012010,V,03/02/2012,16,20,19,25,28,1,10,16-19-20-25-28,1-10,0,0,0
2012011,M,07/02/2012,15,3,17,33,28,2,4,3-15-17-28-33,2-4,0,1,54252968
2012012,V,10/02/2012,3,14,31,41,8,7,11,3-8-14-31-41,7-11,0,0,0
2012013,M,14/02/2012,36,14,42,46,27,11,8,14-27-36-42-46,8-11,0,0,0
2012014,V,17/02/2012,11,4,47,28,38,11,10,4-11-28-38-47,10-11,0,0,0
2012015,M,21/02/2012,11,24,14,25,29,11,7,11-14-24-25-29,7-11,0,0,0
2012016,V,24/02/2012,34,3,12,26,7,10,8,3-7-12-26-34,8-10,0,1,54897476
2012017,M,28/02/2012,10,48,1,17,33,2,3,1-10-17-33-48,2-3,0,0,0
2012018,V,02/03/2012,44,5,11,6,30,6,2,5-6-11-30-44,2-6,0,1,26670951
2012019,M,06/03/2012,23,47,27,37,24,6,2,23-24-27-37-47,2-6,0,0,0
2012020,V,09/03/2012,39,36,32,47,3,6,9,3-32-36-39-47,6-9,0,0,0
2012021,M,13/03/2012,47,1,25,10,43,8,9,1-10-25-43-47,8-9,0,0,0
2012022,V,16/03/2012,12,4,50,3,23,4,7,3-4-12-23-50,4-7,0,1,45758710
2012023,M,20/03/2012,28,30,15,16,46,3,4,15-16-28-30-46,3-4,0,0,0
2012024,V,23/03/2012,50,15,9,23,31,8,11,9-15-23-31-50,8-11,1,1,26096499
2012025,M,27/03/2012,29,36,27,34,24,7,8,24-27-29-34-36,7-8,1,1,15000000
2012026,V,30/03/2012,46,17,23,4,36,10,6,4-17-23-36-46,6-10,0,0,0
2012027,M,03/04/2012,1,8,18,25,30,10,9,1-8-18-25-30,9-10,0,0,0
2012028,V,06/04/2012,11,35,45,20,30,2,3,11-20-30-35-45,2-3,0,0,0
2012029,M,10/04/2012,37,27,22,25,36,9,5,22-25-27-36-37,5-9,0,0,0
2012030,V,13/04/2012,8,39,43,13,26,3,5,8-13-26-39-43,3-5,0,1,53763217
2012031,M,17/04/2012,10,28,49,48,33,10,1,10-28-33-48-49,1-10,0,0,0
2012032,V,20/04/2012,32,41,29,3,6,11,10,3-6-29-32-41,10-11,0,0,0
2012033,M,24/04/2012,8,24,48,43,9,3,5,8-9-24-43-48,3-5,0,0,0
2012034,V,27/04/2012,36,43,30,27,20,1,6,20-27-30-36-43,1-6,0,1,44407281
2012035,M,01/05/2012,4,15,41,5,19,11,9,4-5-15-19-41,9-11,0,0,0
2012036,V,04/05/2012,26,41,40,39,3,1,2,3-26-39-40-41,1-2,0,0,0
2012037,M,08/05/2012,3,34,48,38,21,5,8,3-21-34-38-48,5-8,0,0,0
2012038,V,11/05/2012,1,17,13,44,38,2,11,1-13-17-38-44,2-11,0,0,0
2012039,M,15/05/2012,13,2,50,11,26,5,2,2-11-13-26-50,2-5,0,0,0
2012040,V,18/05/2012,29,50,43,47,13,9,11,13-29-43-47-50,9-11,0,0,0
2012041,M,22/05/2012,31,32,41,16,37,7,1,16-31-32-37-41,1-7,0,0,0
2012042,V,25/05/2012,35,12,22,49,46,2,8,12-22-35-46-49,2-8,0,0,0
2012043,M,29/05/2012,28,17,25,15,8,3,11,8-15-17-25-28,3-11,0,0,0
2012044,V,01/06/2012,26,2,36,14,4,9,10,2-4-14-26-36,9-10,0,0,0
2012045,M,05/06/2012,13,49,37,47,34,8,9,13-34-37-47-49,8-9,0,0,0
2012046,V,08/06/2012,11,22,5,34,40,9,11,5-11-22-34-40,9-11,0,2,79026422
2012047,M,12/06/2012,30,26,48,15,8,9,10,8-15-26-30-48,9-10,0,0,0
2012048,V,15/06/2012,48,38,27,22,10,3,7,10-22-27-38-48,3-7,1,2,13414228
2012049,M,19/06/2012,17,20,50,7,35,5,11,7-17-20-35-50,5-11,0,1,15000000
2012050,V,22/06/2012,18,14,19,43,49,7,3,14-18-19-43-49,3-7,0,0,0
2012051,M,26/06/2012,11,22,35,20,1,10,8,1-11-20-22-35,8-10,0,0,0
2012052,V,29/06/2012,14,17,28,39,29,11,1,14-17-28-29-39,1-11,0,0,0
2012053,M,03/07/2012,22,7,2,40,27,6,3,2-7-22-27-40,3-6,0,0,0
2012054,V,06/07/2012,40,42,38,31,32,3,1,31-32-38-40-42,1-3,0,0,0
2012055,M,10/07/2012,37,1,24,16,3,8,1,1-3-16-24-37,1-8,0,0,0
2012056,V,13/07/2012,18,46,35,25,8,9,4,8-18-25-35-46,4-9,0,0,0
2012057,M,17/07/2012,24,2,43,7,46,10,8,2-7-24-43-46,8-10,0,0,0
2012058,V,20/07/2012,19,23,10,45,49,9,10,10-19-23-45-49,9-10,0,0,0
2012059,M,24/07/2012,18,25,4,16,44,11,1,4-16-18-25-44,1-11,0,0,0
2012060,V,27/07/2012,15,48,14,23,21,2,10,14-15-21-23-48,2-10,0,0,0
2012061,M,31/07/2012,35,39,4,36,29,9,8,4-29-35-36-39,8-9,0,0,0
2012062,V,03/08/2012,34,35,42,24,46,5,1,24-34-35-42-46,1-5,0,0,0
2012063,M,07/08/2012,20,50,34,46,27,3,2,20-27-34-46-50,2-3,0,0,0
2012064,V,10/08/2012,50,21,17,48,11,9,10,11-17-21-48-50,9-10,0,1,190000000
2012065,M,14/08/2012,45,16,42,1,38,9,10,1-16-38-42-45,9-10,0,0,0
2012066,V,17/08/2012,19,25,33,44,28,8,2,19-25-28-33-44,2-8,0,0,0
2012067,M,21/08/2012,17,5,38,4,48,4,3,4-5-17-38-48,3-4,0,0,0
2012068,V,24/08/2012,6,5,19,37,12,7,3,5-6-12-19-37,3-7,1,1,47570390
2012069,M,28/08/2012,1,26,25,44,18,5,4,1-18-25-26-44,4-5,0,0,0
2012070,V,31/08/2012,31,28,16,48,33,11,7,16-28-31-33-48,7-11,0,0,0
2012071,M,04/09/2012,18,39,17,44,11,10,5,11-17-18-39-44,5-10,0,0,0
2012072,V,07/09/2012,15,35,13,30,42,4,6,13-15-30-35-42,4-6,0,1,47319633
2012073,M,11/09/2012,15,6,37,22,44,2,4,6-15-22-37-44,2-4,0,0,0
2012074,V,14/09/2012,27,10,44,23,3,9,7,3-10-23-27-44,7-9,0,1,26580854
2012075,M,18/09/2012,38,7,39,44,6,7,9,6-7-38-39-44,7-9,0,0,0
2012076,V,21/09/2012,41,4,34,43,19,7,11,4-19-34-41-43,7-11,0,0,0
2012077,M,25/09/2012,48,25,27,49,7,1,4,7-25-27-48-49,1-4,0,0,0
2012078,V,28/09/2012,20,26,30,33,23,6,9,20-23-26-30-33,6-9,0,1,100000000
2012079,M,02/10/2012,16,42,21,36,4,8,7,4-16-21-36-42,7-8,0,0,0
2012080,V,05/10/2012,19,16,18,21,9,3,2,9-16-18-19-21,2-3,0,0,0
2012081,M,09/10/2012,23,8,10,25,2,8,9,2-8-10-23-25,8-9,0,0,0
2012082,V,12/10/2012,35,7,17,43,6,2,8,6-7-17-35-43,2-8,0,0,0
2012083,M,16/10/2012,41,10,40,49,32,2,8,10-32-40-41-49,2-8,0,0,0
2012084,V,19/10/2012,16,40,44,37,29,8,10,16-29-37-40-44,8-10,0,0,0
2012085,M,23/10/2012,1,35,38,50,28,2,10,1-28-35-38-50,2-10,0,0,0
2012086,V,26/10/2012,9,5,6,38,27,5,11,5-6-9-27-38,5-11,0,0,0
2012087,M,30/10/2012,23,44,25,24,31,2,3,23-24-25-31-44,2-3,0,0,0
2012088,V,02/11/2012,6,10,3,44,11,3,4,3-6-10-11-44,3-4,0,0,0
2012089,M,06/11/2012,35,25,20,41,7,1,9,7-20-25-35-41,1-9,0,0,0
2012090,V,09/11/2012,47,28,14,21,22,5,4,14-21-22-28-47,4-5,0,0,0
2012091,M,13/11/2012,29,11,21,24,16,6,2,11-16-21-24-29,2-6,1,1,169837010
2012092,V,16/11/2012,15,19,41,23,10,2,9,10-15-19-23-41,2-9,0,0,0
2012093,M,20/11/2012,42,28,45,30,49,10,5,28-30-42-45-49,5-10,0,1,22756968
2012094,V,23/11/2012,11,20,40,9,1,5,1,1-9-11-20-40,1-5,0,0,0
2012095,M,27/11/2012,49,44,6,10,23,7,1,6-10-23-44-49,1-7,0,0,0
2012096,V,30/11/2012,18,23,40,24,10,3,4,10-18-23-24-40,3-4,0,0,0
2012097,M,04/12/2012,29,5,28,44,10,2,4,5-10-28-29-44,2-4,0,0,0
2012098,V,07/12/2012,10,18,31,42,16,2,5,10-16-18-31-42,2-5,0,0,0
2012099,M,11/12/2012,50,4,9,1,43,6,8,1-4-9-43-50,6-8,0,0,0
2012100,V,14/12/2012,40,29,11,43,10,11,3,10-11-29-40-43,3-11,0,0,0
2012101,M,18/12/2012,35,14,44,18,20,5,2,14-18-20-35-44,2-5,0,0,0
2012102,V,21/12/2012,40,5,3,42,22,3,10,3-5-22-40-42,3-10,1,1,101835641
2012103,M,25/12/2012,14,20,32,23,18,3,10,14-18-20-23-32,3-10,0,0,0
2012104,V,28/12/2012,26,49,27,24,17,3,5,17-24-26-27-49,3-5,0,0,0
2013001,M,01/01/2013,36,49,2,7,8,11,1,2-7-8-36-49,1-11,2,3,12677536
2013002,V,04/01/2013,4,10,27,22,41,10,8,4-10-22-27-41,8-10,0,0,0
2013003,M,08/01/2013,22,26,47,2,20,9,5,2-20-22-26-47,5-9,0,0,0
2013004,V,11/01/2013,37,22,29,4,41,7,4,4-22-29-37-41,4-7,1,1,34191508
2013005,M,15/01/2013,47,42,22,40,38,11,1,22-38-40-42-47,1-11,0,0,0
2013006,V,18/01/2013,39,26,27,30,4,10,3,4-26-27-30-39,3-10,0,0,0
2013007,M,22/01/2013,45,10,48,1,44,4,1,1-10-44-45-48,1-4,0,0,0
2013008,V,25/01/2013,3,10,37,18,31,2,4,3-10-18-31-37,2-4,1,1,44297359
2013009,M,29/01/2013,9,16,36,26,39,6,2,9-16-26-36-39,2-6,0,2,7500000
2013010,V,01/02/2013,37,5,34,38,21,1,6,5-21-34-37-38,1-6,0,0,0
2013011,M,05/02/2013,25,6,45,40,31,6,7,6-25-31-40-45,6-7,0,0,0
2013012,V,08/02/2013,14,44,11,34,9,11,10,9-11-14-34-44,10-11,0,0,0
2013013,M,12/02/2013,28,25,5,11,16,7,9,5-11-16-25-28,7-9,0,0,0
2013014,V,15/02/2013,2,4,42,28,22,4,9,2-4-22-28-42,4-9,0,0,0
2013015,M,19/02/2013,28,30,44,12,15,9,8,12-15-28-30-44,8-9,0,1,60298933
2013016,V,22/02/2013,15,37,36,16,28,2,11,15-16-28-36-37,2-11,0,0,0
2013017,M,26/02/2013,12,13,17,3,30,6,2,3-12-13-17-30,2-6,0,0,0
2013018,V,01/03/2013,1,11,36,29,42,4,5,1-11-29-36-42,4-5,0,0,0
2013019,M,05/03/2013,33,31,19,8,39,7,2,8-19-31-33-39,2-7,0,0,0
2013020,V,08/03/2013,20,42,23,28,3,8,11,3-20-23-28-42,8-11,0,1,51689985
2013021,M,12/03/2013,50,4,10,2,22,5,8,2-4-10-22-50,5-8,0,1,15000000
2013022,V,15/03/2013,24,14,39,4,21,10,3,4-14-21-24-39,3-10,0,0,0
2013023,M,19/03/2013,44,32,19,37,35,9,1,19-32-35-37-44,1-9,0,0,0
2013024,V,22/03/2013,27,32,12,34,49,9,8,12-27-32-34-49,8-9,0,0,0
2013025,M,26/03/2013,44,30,26,42,4,6,11,4-26-30-42-44,6-11,0,0,0
2013026,V,29/03/2013,44,30,46,43,13,9,5,13-30-43-44-46,5-9,1,1,132486744
2013027,M,02/04/2013,17,12,41,29,25,1,4,12-17-25-29-41,1-4,0,0,0
2013028,V,05/04/2013,32,1,17,39,11,7,2,1-11-17-32-39,2-7,0,2,13269447
2013029,M,09/04/2013,15,44,48,38,35,10,5,15-35-38-44-48,5-10,0,0,0
2013030,V,12/04/2013,28,45,15,5,10,3,9,5-10-15-28-45,3-9,1,1,26258943
2013031,M,16/04/2013,33,50,22,1,11,4,6,1-11-22-33-50,4-6,0,1,15000000
2013032,V,19/04/2013,1,46,8,42,48,4,7,1-8-42-46-48,4-7,0,0,0
